Creating cluster of 100 nodes
Percentage Leaving 20%
CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
8d8680058947        etcd94              3.25%               68.11MiB / 373.8GiB   0.02%               0B / 0B             0B / 582kB          53
1287b6f7fc5c        etcd93              3.31%               67.19MiB / 373.8GiB   0.02%               0B / 0B             0B / 586kB          51
3c9d3a02c9f9        etcd92              1.15%               68.2MiB / 373.8GiB    0.02%               0B / 0B             0B / 594kB          53
34914cff3f9c        etcd91              2.85%               70.54MiB / 373.8GiB   0.02%               0B / 0B             0B / 602kB          52
7c6a126d69cb        etcd90              4.84%               67.86MiB / 373.8GiB   0.02%               0B / 0B             0B / 614kB          53
42d199b56ab3        etcd89              3.61%               73.84MiB / 373.8GiB   0.02%               0B / 0B             0B / 623kB          52
92dfa090bde4        etcd88              2.78%               74.36MiB / 373.8GiB   0.02%               0B / 0B             0B / 635kB          53
8cdfdedcdbce        etcd87              2.46%               65.34MiB / 373.8GiB   0.02%               0B / 0B             0B / 639kB          52
3447a9bb91ab        etcd86              1.72%               76.69MiB / 373.8GiB   0.02%               0B / 0B             0B / 655kB          53
64ef84a34317        etcd85              3.29%               74.5MiB / 373.8GiB    0.02%               0B / 0B             0B / 684kB          52
67b8a02808f3        etcd84              3.76%               72.43MiB / 373.8GiB   0.02%               0B / 0B             0B / 668kB          53
c2b4571232ce        etcd83              3.54%               72.86MiB / 373.8GiB   0.02%               0B / 0B             0B / 676kB          53
ca53b9788b0b        etcd82              5.47%               80.56MiB / 373.8GiB   0.02%               0B / 0B             0B / 680kB          54
d5c0b129cb5d        etcd81              3.33%               83.51MiB / 373.8GiB   0.02%               0B / 0B             0B / 696kB          53
189dcfdfba08        etcd80              2.13%               82.33MiB / 373.8GiB   0.02%               0B / 0B             0B / 700kB          53
4afbf3e524dc        etcd79              2.17%               83.19MiB / 373.8GiB   0.02%               0B / 0B             0B / 709kB          55
3a1c2d84b5a7        etcd78              3.26%               86.72MiB / 373.8GiB   0.02%               0B / 0B             0B / 713kB          53
9ebed9c45483        etcd77              2.58%               89.38MiB / 373.8GiB   0.02%               0B / 0B             0B / 729kB          54
7fd070f65648        etcd76              1.84%               89.45MiB / 373.8GiB   0.02%               0B / 0B             0B / 733kB          54
aab67df4e3cb        etcd75              5.06%               93.22MiB / 373.8GiB   0.02%               0B / 0B             0B / 737kB          52
1fcc2f04f32c        etcd74              5.39%               98.46MiB / 373.8GiB   0.03%               0B / 0B             0B / 754kB          49
96ead47d7543        etcd73              1.64%               102MiB / 373.8GiB     0.03%               0B / 0B             0B / 754kB          52
985339e5aa93        etcd72              2.95%               98.49MiB / 373.8GiB   0.03%               0B / 0B             0B / 770kB          53
410ed8e31f16        etcd71              2.84%               104.5MiB / 373.8GiB   0.03%               0B / 0B             0B / 778kB          52
bbb3c85fe214        etcd70              1.50%               105.5MiB / 373.8GiB   0.03%               0B / 0B             0B / 782kB          53
44043f8dcafe        etcd69              2.85%               111.4MiB / 373.8GiB   0.03%               0B / 0B             0B / 791kB          52
9212fb03a5db        etcd68              5.72%               115.9MiB / 373.8GiB   0.03%               0B / 0B             0B / 799kB          53
