num 	 Acumtime 	 TimeIns
0 	 1 	 0
1 	 1 	 0
2 	 2 	 1
3 	 2 	 0
4 	 3 	 1
5 	 3 	 0
6 	 3 	 0
7 	 4 	 1
8 	 4 	 0
9 	 5 	 1
10 	 5 	 0
11 	 6 	 1
12 	 6 	 0
13 	 7 	 1
14 	 7 	 0
15 	 8 	 1
16 	 8 	 0
17 	 9 	 1
18 	 9 	 0
19 	 9 	 0
20 	 10 	 1
21 	 10 	 0
22 	 11 	 1
23 	 11 	 0
24 	 12 	 1
25 	 12 	 0
26 	 13 	 1
27 	 13 	 0
28 	 14 	 1
29 	 14 	 0
30 	 15 	 1
31 	 15 	 0
32 	 16 	 1
33 	 16 	 0
34 	 17 	 1
35 	 17 	 0
36 	 18 	 1
37 	 18 	 0
38 	 19 	 1
39 	 19 	 0
40 	 20 	 1
41 	 20 	 0
42 	 21 	 1
43 	 21 	 0
44 	 22 	 1
45 	 22 	 0
46 	 23 	 1
47 	 23 	 0
48 	 24 	 1
49 	 24 	 0
50 	 25 	 1
51 	 25 	 0
52 	 26 	 1
53 	 26 	 0
54 	 27 	 1
55 	 27 	 0
56 	 28 	 1
57 	 28 	 0
58 	 29 	 1
59 	 29 	 0
60 	 30 	 1
61 	 30 	 0
62 	 31 	 1
63 	 31 	 0
64 	 32 	 1
65 	 32 	 0
66 	 33 	 1
67 	 33 	 0
68 	 34 	 1
69 	 34 	 0
70 	 35 	 1
71 	 35 	 0
72 	 36 	 1
73 	 36 	 0
74 	 37 	 1
75 	 38 	 1
76 	 38 	 0
77 	 39 	 1
78 	 39 	 0
79 	 40 	 1
80 	 40 	 0
81 	 41 	 1
82 	 41 	 0
83 	 42 	 1
84 	 42 	 0
85 	 43 	 1
86 	 43 	 0
87 	 44 	 1
88 	 45 	 1
89 	 45 	 0
90 	 46 	 1
91 	 46 	 0
92 	 47 	 1
93 	 47 	 0
94 	 48 	 1
95 	 48 	 0
96 	 49 	 1
97 	 50 	 1
98 	 50 	 0
99 	 51 	 1
TOTAL100 	 56
