num 	 Acumtime 	 TimeIns
1 	 49 	 49
2 	 98 	 49
3 	 146 	 48
4 	 196 	 50
5 	 247 	 51
6 	 299 	 52
7 	 349 	 50
8 	 402 	 53
9 	 455 	 53
10 	 509 	 54
TOTAL10 	 509
