num 	 Acumtime 	 TimeIns
0 	 0 	 0
1 	 1 	 1
2 	 1 	 0
3 	 1 	 0
4 	 2 	 1
5 	 2 	 0
6 	 2 	 0
7 	 3 	 1
8 	 3 	 0
9 	 3 	 0
TOTAL10 	 4
