CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
7cabfd3a4462        etcd39              3.39%               226.1MiB / 373.8GiB   0.06%               0B / 0B             0B / 2.06MB         54
8878e9ad5f8e        etcd38              1.46%               224.9MiB / 373.8GiB   0.06%               0B / 0B             0B / 2.06MB         54
fa06684d0189        etcd37              2.76%               235.9MiB / 373.8GiB   0.06%               0B / 0B             0B / 2.07MB         54
fe4f393051c2        etcd36              3.26%               242.1MiB / 373.8GiB   0.06%               0B / 0B             0B / 2.07MB         54
bbc6ce7cb278        etcd35              1.83%               256.1MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.08MB         53
636e47f38dff        etcd34              5.43%               272.5MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.06MB         54
8a2fef500754        etcd33              4.95%               211.1MiB / 373.8GiB   0.06%               0B / 0B             0B / 2.06MB         55
51e433f492c9        etcd32              1.73%               247MiB / 373.8GiB     0.06%               0B / 0B             0B / 2.08MB         53
da3f18326a15        etcd31              1.48%               237.1MiB / 373.8GiB   0.06%               0B / 0B             0B / 2.08MB         54
2486aefdc728        etcd30              3.02%               269.9MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.12MB         54
24c534279bba        etcd29              3.26%               270.4MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.09MB         54
473fda0468e1        etcd28              1.62%               275.6MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.08MB         54
753bc7d5bde0        etcd27              3.13%               286.8MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.08MB         55
178661871ee7        etcd26              5.20%               277.5MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.08MB         53
60d3135ac824        etcd25              21.24%              457.6MiB / 373.8GiB   0.12%               0B / 0B             0B / 2.09MB         69
815589bc6614        etcd24              2.12%               274.6MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.09MB         53
95412147f64a        etcd23              3.25%               284.4MiB / 373.8GiB   0.07%               0B / 0B             0B / 2.1MB          54
f7c8f879a2c5        etcd22              2.87%               293.5MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.1MB          52
e3f9100a7811        etcd21              1.45%               299.6MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.1MB          53
17020c9ecea2        etcd20              3.74%               295.4MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.1MB          54
7cb8f0455a22        etcd19              3.09%               287.6MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.1MB          54
fbf222bd7939        etcd18              3.46%               311.9MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.11MB         54
cce97c18e4bb        etcd17              4.61%               303.1MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.11MB         53
166edceace92        etcd16              3.33%               297.7MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.12MB         53
b8053ca04559        etcd15              2.97%               300.7MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.11MB         54
2b713001f236        etcd14              1.46%               316.5MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.11MB         53
acba7d75726c        etcd13              3.10%               308.3MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.17MB         55
d22764ecbcf7        etcd12              3.04%               307.8MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.11MB         54
0a21a63ca043        etcd11              1.34%               308.6MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.12MB         54
212e5167f363        etcd10              1.46%               312.4MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.12MB         53
e4742e5ad818        etcd9               5.24%               318.1MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.12MB         54
5e8ccd7d2d09        etcd8               5.19%               303.8MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.12MB         53
9aa6fdc771e5        etcd7               1.38%               313.6MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.12MB         53
e81665cc3e5b        etcd6               1.29%               314.2MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.11MB         54
7286b04712b8        etcd5               2.63%               317.1MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.13MB         54
7f5ec98d4729        etcd4               2.76%               314.1MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.13MB         53
68d69b1b158b        etcd3               1.74%               305.3MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.13MB         53
16a378b2a16f        etcd2               2.91%               303.1MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.13MB         54
0fe25b2ca1e7        etcd1               2.94%               331.9MiB / 373.8GiB   0.09%               0B / 0B             0B / 2.13MB         55
2329b6fb4451        etcd0               5.08%               287.5MiB / 373.8GiB   0.08%               0B / 0B             0B / 2.13MB         54
