num 	 Acumtime 	 TimeIns
1 	 49 	 49
2 	 100 	 51
3 	 150 	 50
4 	 200 	 50
5 	 249 	 49
6 	 301 	 52
7 	 352 	 51
8 	 403 	 51
9 	 457 	 54
10 	 511 	 54
11 	 564 	 53
12 	 616 	 52
13 	 671 	 55
14 	 726 	 55
15 	 784 	 58
16 	 841 	 57
17 	 841 	 0
18 	 841 	 0
19 	 841 	 0
20 	 841 	 0
21 	 841 	 0
22 	 841 	 0
23 	 841 	 0
24 	 841 	 0
25 	 841 	 0
26 	 841 	 0
27 	 841 	 0
28 	 841 	 0
29 	 901 	 60
30 	 960 	 59
TOTAL30 	 960
