num 	 Acumtime 	 TimeIns
0 	 0.394 	 0.314
1 	 0.796 	 0.395
2 	 1.229 	 0.425
3 	 1.643 	 0.406
4 	 2.051 	 0.4
5 	 2.482 	 0.423
6 	 2.91 	 0.421
7 	 3.368 	 0.45
8 	 3.801 	 0.425
9 	 4.252 	 0.442
10 	 4.743 	 0.483
11 	 5.232 	 0.481
12 	 5.714 	 0.473
13 	 6.168 	 0.446
14 	 6.635 	 0.458
15 	 7.116 	 0.473
16 	 7.61 	 0.486
17 	 8.078 	 0.458
18 	 8.603 	 0.517
19 	 9.164 	 0.552
20 	 9.769 	 0.595
21 	 10.358 	 0.579
22 	 10.996 	 0.627
23 	 11.597 	 0.592
24 	 12.22 	 0.614
25 	 12.842 	 0.612
26 	 13.526 	 0.674
27 	 14.165 	 0.631
28 	 14.829 	 0.648
29 	 15.444 	 0.605
30 	 16.143 	 0.689
31 	 16.874 	 0.711
32 	 17.61 	 0.72
33 	 18.352 	 0.731
34 	 19.088 	 0.721
35 	 19.858 	 0.756
36 	 20.672 	 0.802
37 	 21.586 	 0.902
38 	 22.399 	 0.799
39 	 23.294 	 0.879
40 	 24.042 	 0.74
41 	 24.791 	 0.741
42 	 25.556 	 0.75
43 	 26.532 	 0.962
44 	 27.307 	 0.766
45 	 28.43 	 1.114
46 	 29.242 	 0.804
47 	 30.015 	 0.757
48 	 30.917 	 0.887
49 	 32.009 	 1.075
50 	 32.921 	 0.903
51 	 33.794 	 0.863
52 	 34.827 	 1.02
53 	 35.686 	 0.85
54 	 36.627 	 0.932
55 	 37.58 	 0.941
56 	 38.572 	 0.978
57 	 39.444 	 0.852
58 	 40.482 	 1.029
59 	 41.413 	 0.917
60 	 42.483 	 1.059
61 	 43.494 	 0.999
62 	 44.435 	 0.929
63 	 45.659 	 1.209
64 	 46.73 	 1.058
65 	 47.624 	 0.884
66 	 48.602 	 0.961
67 	 49.674 	 1.063
68 	 50.501 	 0.818
69 	 51.483 	 0.966
70 	 52.492 	 0.991
71 	 53.808 	 1.306
72 	 54.796 	 0.976
73 	 55.849 	 1.033
74 	 56.964 	 1.104
75 	 58.119 	 1.145
76 	 59.08 	 0.947
77 	 60.091 	 1.002
78 	 61.112 	 1.006
79 	 62.178 	 1.054
80 	 63.114 	 0.92
81 	 64 	 0.875
82 	 64.974 	 0.964
83 	 65.937 	 0.95
84 	 67.038 	 1.088
85 	 67.939 	 0.891
86 	 68.82 	 0.872
87 	 69.806 	 0.972
88 	 70.835 	 1.016
89 	 71.646 	 0.802
90 	 72.492 	 0.832
91 	 73.452 	 0.948
92 	 74.373 	 0.908
93 	 75.33 	 0.942
94 	 76.199 	 0.86
95 	 77.25 	 1.04
96 	 78.172 	 0.91
97 	 79.042 	 0.861
98 	 79.901 	 0.848
99 	 80.617 	 0.704
TOTAL100 	 86.591
CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
568a858a2757        etcd99              3.18%               59.26MiB / 62.13GiB   0.09%               0B / 0B             0B / 459kB          17
82cb667e6ee2        etcd98              3.06%               58.96MiB / 62.13GiB   0.09%               0B / 0B             0B / 459kB          18
327167b239a8        etcd97              3.43%               59.95MiB / 62.13GiB   0.09%               0B / 0B             0B / 483kB          22
6343323b0582        etcd96              2.76%               54.38MiB / 62.13GiB   0.09%               0B / 0B             0B / 520kB          18
e151787678fa        etcd95              2.60%               59.04MiB / 62.13GiB   0.09%               0B / 0B             0B / 541kB          20
1d9f37c8318f        etcd94              2.75%               63.76MiB / 62.13GiB   0.10%               0B / 0B             0B / 496kB          19
