num 	 Acumtime 	 TimeIns
0 	 0.401 	 0.313
1 	 0.822 	 0.415
2 	 1.234 	 0.405
3 	 1.652 	 0.41
4 	 2.107 	 0.447
5 	 2.526 	 0.411
6 	 2.965 	 0.431
7 	 3.434 	 0.462
8 	 3.881 	 0.439
9 	 4.304 	 0.415
10 	 4.767 	 0.455
11 	 5.201 	 0.426
12 	 5.653 	 0.444
13 	 6.132 	 0.47
14 	 6.594 	 0.454
15 	 7.115 	 0.513
16 	 7.615 	 0.489
17 	 8.164 	 0.54
18 	 8.665 	 0.491
19 	 9.228 	 0.551
20 	 9.763 	 0.525
21 	 10.361 	 0.588
22 	 10.964 	 0.593
23 	 11.617 	 0.635
24 	 12.246 	 0.618
25 	 12.894 	 0.636
26 	 13.565 	 0.656
27 	 14.234 	 0.658
28 	 14.867 	 0.623
29 	 15.581 	 0.705
30 	 16.333 	 0.734
31 	 17.134 	 0.781
32 	 17.871 	 0.728
33 	 18.635 	 0.751
34 	 19.408 	 0.763
35 	 20.192 	 0.772
36 	 21.134 	 0.932
37 	 22.043 	 0.9
38 	 22.836 	 0.782
39 	 23.75 	 0.897
40 	 24.533 	 0.771
41 	 25.301 	 0.755
42 	 26.113 	 0.804
43 	 26.956 	 0.834
44 	 27.797 	 0.831
45 	 28.647 	 0.841
46 	 29.403 	 0.735
47 	 30.172 	 0.755
48 	 31.03 	 0.849
49 	 31.733 	 0.694
50 	 32.867 	 1.123
51 	 33.753 	 0.869
52 	 34.676 	 0.911
53 	 35.618 	 0.925
54 	 36.512 	 0.885
55 	 37.402 	 0.881
56 	 38.426 	 1.015
57 	 39.266 	 0.829
58 	 40.389 	 1.109
59 	 41.358 	 0.957
60 	 42.126 	 0.758
61 	 43.162 	 1.021
62 	 43.911 	 0.74
63 	 44.733 	 0.776
64 	 45.506 	 0.761
65 	 46.324 	 0.804
66 	 47.394 	 1.062
67 	 48.542 	 1.129
68 	 49.491 	 0.938
69 	 50.344 	 0.84
70 	 51.363 	 1.008
