num 	 Acumtime 	 TimeIns
0 	 2 	 2
1 	 4 	 2
2 	 6 	 2
3 	 8 	 2
4 	 10 	 2
5 	 12 	 2
6 	 15 	 3
7 	 18 	 3
8 	 22 	 4
9 	 28 	 6
TOTAL10 	 38
