num 	 Acumtime 	 TimeIns
0 	 1 	 1
1 	 3 	 2
2 	 5 	 2
3 	 7 	 2
4 	 9 	 2
5 	 11 	 2
6 	 13 	 2
7 	 16 	 3
8 	 18 	 2
9 	 21 	 3
TOTAL10 	 21
